Reservoir,Site,Depth_m,Filter,DataStream,Sample_ID,Sample_Date,start_parameter,end_parameter,flag,notes
FCR,200,0.1,T,Metals,17,2021-07-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2021-07-21,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2021-11-22,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2021-12-06,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9.0,S,Metals,26,2022-02-06,Mg_mgL,Mg_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2022-03-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-03-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-04-19,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-04-19,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-05-02,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-05-02,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-05-09,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-05-09,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-05-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-05-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-05-23,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-05-23,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-05-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-05-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-06-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-06-13,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-06-13,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-06-20,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-06-20,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3.0,T,Metals,21,2022-06-20,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,8.0,T,Metals,69,2022-06-20,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
CCR,50,21,T,Metals,15,2022-06-27,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-06-27,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
CCR,50,21.0,T,Metals,57,2022-06-30,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-07-18,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-08-01,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-08-18,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-08-18,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,9.0,T,Metals,13,2022-08-29,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-08-29,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,S,Metals,16,2022-08-29,Li_mgL,Ba_mgL,10,Filtered sample had particulates. Set to NA for improper procedure
FCR,100,0.1,T,Metals,15,2022-09-13,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-09-26,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-09-26,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-10-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-11-28,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2022-12-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2022-12-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-02-03,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-04-04,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2023-04-04,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-04-18,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-05-01,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,S,Metals,16,2023-05-01,Ba_mgL,Ba_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2023-05-08,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-05-16,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2023-05-22,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2023-05-29,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-06-05,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-06-14,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-06-19,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-06-26,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-07-03,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,2023-07-10,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-07-10,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-07-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-07-24,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2023-07-24,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,5,T,Metals,7,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,6.2,T,Metals,9,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,8,T,Metals,11,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,S,Metals,22,2023-07-31,Li_mgL,Ba_mgL,10,Filtered sample had particulates. Set to NA for improper procedure
BVR,50,6,T,Metals,23,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,2023-07-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,T,Metals,21,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,6,T,Metals,23,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,2023-08-07,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,2023-08-14,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-08-22,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,2023-08-22,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-08-29,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,2023-08-29,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,0.1,T,Metals,1,2023-09-05,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,2023-09-05,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-09-05,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,S,Metals,6,2023-09-05,Li_mgL,Ba_mgL,10,Filtered sample had particulates. Set to NA for improper procedure
FCR,100,0.1,T,Metals,15,2023-09-05,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,8,T,Metals,11,2023-09-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-09-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,2023-09-12,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,6,T,Metals,23,2023-09-25,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-10-03,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,5,T,Metals,7,2023-10-09,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,T,Metals,21,2023-10-14,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,2023-10-17,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2023-10-31,Li_mgL,Ba_mgL,6,sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-04-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-04-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-05-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-05-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-05-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-05-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-05-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-05-23,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-05-23,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-06-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-06-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-06-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-07-05,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-07-05,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-07-18,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-07-18,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-08-01,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-08-01,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-04-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-04-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-04-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-04-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-05-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-05-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-05-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-30,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-09-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
