"Reservoir","Site","Date","Rep","Start_time","End_time","Temp_C","CO2Slope_ppmS","CO2_R2","CO2Flux_umolCm2s","CH4Slope_ppmS","CH4_R2","CH4Flux_umolCm2s","Flag_CO2Flux_umolCm2s","Flag_CH4Flux_umolCm2s","Flag_Start_time","Flag_End_time"
"FCR",10,2018-10-08,1,09:49:05,09:53:04,27.48,0.069,0.99,0.402,0.001,0.99,0.006,0,0,0,0
"FCR",20,2018-10-08,1,10:25:45,10:29:44,30.21,0.066,0.98,0.381,0.009,0.34,0.052,0,1,0,0
"FCR",30,2018-10-08,1,10:40:11,10:44:10,30.91,0.053,0.99,0.305,0.001,0.99,0.006,0,0,0,0
"FCR",30,2018-10-08,2,10:56:06,11:00:05,32.09,0.057,0.98,0.327,0.001,0.97,0.006,0,0,0,0
"FCR",45,2018-10-08,1,11:03:54,11:07:53,32.2,0.044,0.97,0.253,0.001,0.97,0.006,0,0,0,0
"FCR",45,2018-10-08,2,11:20:40,11:24:39,32.45,0.024,0.99,0.138,0,0.99,0,0,0,0,0
"FCR",50,2018-10-08,1,11:32:27,11:36:26,32.8,0.014,0.83,0.08,0,0.82,0,1,1,0,0
"FCR",50,2018-10-08,2,11:38:55,11:42:54,33.13,0.01,0.73,0.057,0,0.03,0,1,1,0,0
"BVR",50,2018-10-19,1,12:58:49,13:02:48,23.6,0.191,0.99,1.128,0.005,1,0.03,0,0,0,0
"BVR",50,2018-10-19,2,13:07:07,13:11:06,24.6,0.209,0.99,1.23,0.005,0.99,0.029,0,0,0,0
"FCR",10,2018-10-22,1,10:15:59,10:19:58,18.05,0.268,0.97,1.613,0,0.97,0,0,0,0,0
"FCR",10,2018-10-22,2,10:37:03,10:41:02,18.48,0.278,0.97,1.671,0,0.98,0,0,0,0,0
"FCR",20,2018-10-22,1,10:46:01,10:49:59,18.46,0.732,0.95,4.399,0.001,0.95,0.006,0,0,0,0
"FCR",20,2018-10-22,2,10:57:07,11:01:06,18.75,0.255,0.97,1.531,0,0.98,0,0,0,0,0
"FCR",30,2018-10-22,1,11:07:35,11:11:33,18.54,0.33,0.99,1.983,0.001,1,0.006,0,0,0,0
"FCR",30,2018-10-22,2,11:18:32,11:22:30,18.77,0.479,0.98,2.876,0.002,0.98,0.012,0,0,0,0
"FCR",45,2018-10-22,1,11:26:59,11:30:58,18.59,0.465,0.99,2.793,0.008,0.99,0.048,0,0,0,0
"FCR",45,2018-10-22,2,11:38:36,11:42:35,18.99,0.409,0.99,2.453,0.007,0.99,0.042,0,0,0,0
"FCR",50,2018-10-22,1,11:47:34,11:51:33,19.41,0.441,0.97,2.642,0.009,0.97,0.054,0,0,0,0
"FCR",50,2018-10-22,2,11:59:00,12:02:59,20.31,0.462,0.97,2.759,0.007,0.97,0.042,0,0,0,0
"BVR",50,2018-11-02,1,13:02:43,13:06:42,23.99,0.149,0.99,0.879,0,0.99,0,0,0,0,0
"BVR",50,2018-11-02,2,13:09:51,13:13:50,24.09,0.078,0.96,0.46,0,0.96,0,0,0,0,0
"FCR",50,2019-05-20,1,11:14:40,11:17:10,28.17,0.05,0.93,0.291,0.004,0.99,0.023,0,0,0,0
"FCR",50,2019-05-20,2,11:20:00,11:22:29,29.47,0.046,0.96,0.266,0.003,0.97,0.017,0,0,0,0
"FCR",50,2019-06-06,1,10:28:03,10:34:01,27.43,-0.034,0.99,-0.198,0.002,0.99,0.012,0,0,0,0
"FCR",50,2019-06-06,2,10:36:20,10:42:19,28.8,-0.031,0.99,-0.18,0.002,0.99,0.012,0,0,0,0
"FCR",50,2019-06-17,1,11:24:47,11:28:46,32.07,-0.04,1,-0.23,0.002,1,0.011,0,0,0,0
"FCR",50,2019-06-17,2,11:31:10,11:35:09,33.12,-0.045,0.99,-0.257,0.002,0.99,0.011,0,0,0,0
"FCR",50,2019-06-24,1,10:48:58,10:52:57,31.98,-0.043,0.98,-0.247,0.002,0.97,0.011,0,0,0,0
"FCR",50,2019-06-24,2,10:54:17,10:58:16,32.59,-0.039,0.99,-0.224,0.002,0.99,0.011,0,0,0,0
"FCR",50,2019-07-01,1,12:28:46,12:32:45,32.79,-0.039,0.99,-0.223,0.003,0.99,0.017,0,0,0,0
"FCR",50,2019-07-01,2,12:34:50,12:38:49,34.2,-0.055,0.98,-0.314,0.005,0.97,0.029,0,0,0,0
"FCR",50,2019-07-08,1,13:25:21,13:29:20,33.18,-0.031,0.99,-0.177,0.004,0.98,0.023,0,0,0,0
"FCR",50,2019-07-08,2,13:31:44,13:35:43,34.73,-0.05,0.98,-0.285,0.007,0.97,0.04,0,0,0,0
"FCR",50,2019-07-15,1,10:53:08,10:57:07,28.84,-0.019,0.95,-0.11,0.002,0.9,0.012,0,0,0,0
"FCR",50,2019-07-15,2,11:01:45,11:05:44,31.18,-0.015,0.84,-0.086,0.002,0.94,0.012,1,0,0,0
"FCR",50,2019-07-29,1,10:32:55,10:36:53,27.26,-0.051,0.98,-0.298,0.004,0.98,0.023,0,0,0,0
"FCR",50,2019-07-29,2,10:39:38,10:43:37,29.55,-0.03,0.93,-0.174,0.001,0.95,0.006,0,0,0,0
"FCR",50,2019-08-05,1,11:33:50,11:37:49,29.71,-0.022,0.99,-0.127,0.001,0.99,0.006,0,0,0,0
"FCR",50,2019-08-05,2,11:43:27,11:47:26,31.14,-0.023,0.99,-0.132,0.002,0.98,0.012,0,0,0,0
"FCR",50,2019-08-28,1,15:47:48,15:51:47,34.26,-0.055,1,-0.314,0.002,1,0.011,0,0,0,0
"FCR",50,2019-08-28,2,16:00:04,16:04:03,35.43,-0.039,0.99,-0.221,0.001,0.98,0.006,0,0,0,0
"FCR",50,2019-09-02,1,10:49:01,10:53:00,28.6,-0.003,0.76,-0.017,0.001,0.97,0.006,1,0,0,0
"FCR",50,2019-09-02,2,10:55:00,10:58:59,29.95,-0.004,0.94,-0.023,0.001,0.99,0.006,0,0,0,0
"FCR",50,2019-09-20,1,13:28:34,13:32:32,25.92,0.175,0.98,1.025,0.014,0.91,0.082,0,0,0,0
"FCR",50,2019-09-20,2,13:38:11,13:42:10,27.04,0.133,0.99,0.776,0.007,0.99,0.041,0,0,0,0
"FCR",50,2019-10-11,1,14:11:52,14:15:51,30.07,0.076,0.96,0.439,0,0.97,0,0,0,0,0
"FCR",50,2019-10-11,2,14:16:56,14:20:55,30.46,0.105,0.99,0.606,0,0.99,0,0,0,0,0
"FCR",50,2019-10-16,1,10:27:54,10:31:53,16.02,0.237,0.99,1.436,0.064,0.59,0.388,0,1,0,0
"FCR",50,2019-10-16,2,10:34:10,10:38:09,16.66,0.185,0.99,1.119,0.001,0.01,0.006,0,1,0,0
"FCR",50,2020-07-06,1,13:26:04,13:30:03,33.83,0.051,0.98,0.291,0.007,0.97,0.04,0,0,0,0
"FCR",50,2020-07-06,2,13:41:15,13:45:14,37.13,0.072,0.99,0.407,0.008,0.99,0.045,0,0,0,0
"FCR",50,2020-07-13,1,13:04:43,13:08:42,34.67,0.025,0.98,0.142,0.003,1,0.017,0,0,0,0
"FCR",50,2020-07-13,2,13:11:33,13:15:32,36.2,0.046,0.85,0.261,0.005,0.86,0.028,1,1,0,0
"FCR",50,2020-07-20,1,11:02:36,11:06:35,37.15,-0.04,0.98,-0.226,0.004,0.99,0.023,0,0,0,0
"FCR",50,2020-07-20,2,11:08:08,11:12:07,37.94,-0.062,0.99,-0.349,0.007,0.98,0.039,0,0,0,0
"FCR",50,2020-07-27,1,09:59:06,10:03:05,30.64,-0.077,0.95,-0.444,0.012,0.96,0.069,0,0,0,0
"FCR",50,2020-07-27,2,10:07:18,10:11:16,32.53,-0.078,0.98,-0.447,0.003,0.98,0.017,0,0,0,0
"FCR",50,2020-08-10,1,13:22:46,13:26:45,38.06,-0.029,0.59,-0.163,0.003,0.7,0.017,1,1,0,0
"FCR",50,2020-08-10,2,13:26:36,13:30:35,38.32,-0.057,0.97,-0.321,0.004,0.95,0.023,0,0,0,0
"FCR",50,2020-08-24,1,12:42:30,12:46:29,31.45,-0.025,0.97,-0.144,0.002,0.98,0.012,0,0,0,0
"FCR",50,2020-08-24,2,12:54:33,12:58:32,33.04,-0.047,0.99,-0.269,0.004,1,0.023,0,0,0,0
"FCR",50,2020-09-02,1,12:43:34,12:47:33,36.09,-0.013,0.92,-0.074,0.003,0.98,0.017,0,0,0,0
"FCR",50,2020-09-02,2,12:55:37,12:59:36,36.93,-0.01,0.91,-0.057,0.002,0.99,0.011,0,0,0,0
"FCR",50,2020-09-11,1,08:13:43,08:17:42,25.73,-0.05,0.99,-0.293,0.001,0.98,0.006,0,0,0,0
"FCR",50,2020-09-11,2,08:22:30,08:26:29,27.12,-0.055,0.99,-0.321,0.001,0.96,0.006,0,0,0,0
"FCR",50,2020-10-30,1,11:40:14,11:44:13,20.3,0.018,0.89,0.107,0.001,0.91,0.006,1,0,0,0
"FCR",50,2020-10-30,2,11:51:45,11:55:44,20.55,0.045,0.98,0.269,-0.003,0.02,-0.018,0,1,0,0
"FCR",50,2021-04-26,1,14:10:07,14:14:06,25.88,0.01,0.98,0.059,0.001,0.98,0.006,0,0,0,0
"FCR",50,2021-04-26,2,14:21:59,14:25:58,27.23,0.005,0.94,0.029,0.001,0.97,0.006,0,0,0,0
"BVR",50,2022-05-05,1,12:00:00,12:03:58,35.91,-0.056,0.77,-0.318,0.003,0.97,0.017,1,0,1,1
"BVR",50,2022-05-05,2,12:00:00,12:03:59,37.38,-0.047,0.67,-0.265,0.002,0.99,0.011,1,0,1,1
"BVR",40,2022-05-05,1,12:00:00,12:02:59,38.06,-0.047,0.63,-0.265,0.003,0.9,0.017,1,0,1,1
"BVR",40,2022-05-05,2,12:00:00,12:03:00,38.43,-0.073,0.75,-0.411,0.005,0.98,0.028,1,0,1,1
"BVR",50,2022-05-09,1,12:00:00,12:02:59,23.63,-0.016,0.02,-0.094,0.001,0.68,0.006,1,1,1,1
"BVR",50,2022-05-09,2,12:00:00,12:02:59,25.03,0.017,0.03,0.1,0.002,0.92,0.012,1,0,1,1
"BVR",40,2022-05-09,1,12:00:00,12:03:59,27.43,0.002,0,0.012,0.002,0.94,0.012,1,0,1,1
"BVR",40,2022-05-09,2,12:00:00,12:03:59,27.82,-0.018,0.04,-0.105,0.002,0.96,0.012,1,0,1,1
"BVR",50,2022-05-17,1,12:00:00,12:03:59,27.99,-0.047,0.24,-0.274,0.003,0.96,0.017,1,0,1,1
"BVR",50,2022-05-17,2,12:00:00,12:03:59,29.51,-0.075,0.25,-0.434,0.002,0.92,0.012,1,0,1,1
"BVR",40,2022-05-17,1,12:00:00,12:03:59,26.78,-0.035,0.07,-0.205,0.002,0.89,0.012,1,1,1,1
"BVR",40,2022-05-17,2,12:00:00,12:03:59,27.73,-0.028,0.08,-0.163,0.002,0.96,0.012,1,0,1,1
"BVR",50,2022-05-31,1,12:00:00,12:03:59,34.38,-0.038,0.26,-0.217,0,0.76,0,1,1,1,1
"BVR",50,2022-05-31,2,12:00:00,12:03:59,35.16,-0.032,0.09,-0.182,0.001,0.83,0.006,1,1,1,1
"BVR",40,2022-05-31,1,12:00:00,12:03:58,32.31,-0.001,0,-0.006,0.002,0.91,0.011,1,0,1,1
"BVR",40,2022-05-31,2,12:00:00,12:03:59,33.65,-0.011,0.02,-0.063,0.001,0.9,0.006,1,0,1,1
"BVR",50,2022-06-07,1,12:00:00,12:02:00,24.77,-0.07,0.13,-0.412,0.003,0.96,0.018,1,0,1,1
"BVR",50,2022-06-07,2,12:00:00,12:02:00,24.85,-0.06,0.11,-0.353,0.004,0.95,0.024,1,0,1,1
"BVR",40,2022-06-07,1,12:00:00,12:03:59,23.71,-0.052,0.3,-0.307,0.003,0.97,0.018,1,0,1,1
"BVR",40,2022-06-07,2,12:00:00,12:03:59,24.97,-0.037,0.12,-0.217,0.002,0.91,0.012,1,0,1,1
"BVR",50,2022-06-13,1,12:00:00,12:03:59,37.29,-0.075,0.9,-0.423,0.001,0.95,0.006,0,0,1,1
"BVR",50,2022-06-13,2,12:00:00,12:03:59,38.03,-0.069,0.9,-0.389,0.001,0.98,0.006,0,0,1,1
"BVR",40,2022-06-13,1,12:00:00,12:03:59,35.83,-0.1,0.96,-0.567,0.005,0.97,0.028,0,0,1,1
"BVR",40,2022-06-13,2,12:00:00,12:01:59,34.31,-0.088,0.83,-0.502,0.003,0.99,0.017,1,0,1,1
"BVR",40,2022-06-13,3,12:00:00,12:02:59,32.95,-0.083,0.84,-0.475,0.004,1,0.023,1,0,1,1
"BVR",50,2022-06-20,1,12:00:00,12:03:59,30.12,-0.081,0.85,-0.468,0.001,0.98,0.006,1,0,1,1
"BVR",50,2022-06-20,2,12:00:00,12:03:59,30.68,-0.065,0.65,-0.375,0.001,0.94,0.006,1,0,1,1
"BVR",40,2022-06-20,1,12:00:00,12:03:59,25.5,-0.04,0.76,-0.235,0.001,0.95,0.006,1,0,1,1
"BVR",40,2022-06-20,2,12:00:00,12:03:59,27.34,-0.042,0.76,-0.245,0.001,0.98,0.006,1,0,1,1
"BVR",40,2022-06-20,3,12:00:00,12:03:59,28.67,-0.06,0.89,-0.348,0.001,0.97,0.006,1,0,1,1
"BVR",40,2022-06-27,1,12:00:00,12:03:59,26.75,0.083,0.93,0.485,0.001,0.99,0.006,0,0,1,1
"BVR",40,2022-06-27,2,12:00:00,12:03:59,29.52,0.153,0.97,0.886,0.002,0.99,0.012,0,0,1,1
"BVR",50,2022-06-27,1,12:00:00,12:03:59,31.88,0.102,0.91,0.586,0.001,0.99,0.006,0,0,1,1
"BVR",50,2022-06-27,2,12:00:00,12:03:59,33.25,0.095,0.89,0.543,0.001,0.98,0.006,1,0,1,1
"BVR",40,2022-07-05,1,12:00:00,12:03:59,27.55,0.097,0.78,0.565,0.004,0.98,0.023,1,0,1,1
"BVR",40,2022-07-05,2,12:00:00,12:03:59,29.48,0.115,0.89,0.666,0.006,0.95,0.035,1,0,1,1
"BVR",50,2022-07-05,1,12:00:00,12:03:59,32.94,0.154,0.92,0.882,0.004,0.95,0.023,0,0,1,1
"BVR",50,2022-07-05,2,12:00:00,12:03:59,34.7,0.157,0.95,0.894,0.005,0.99,0.028,0,0,1,1
