Detection Date,Run File Name,Sample ID,Cup Number,Auto Dilution Factor,Manual Dilution Factor,Analyte Name,Concentration Units,Peak Height,Peak Area,Peak Concentration,Analyte Name,Concentration Units,Peak Height,Peak Area,Peak Concentration
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,digest,25,1,1,TN,ug N/L,0.71,9.48,398,TP,ug P/L,0.0817,1.27,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,digest,26,1,1,TN,ug N/L,0.707,9.5,399,TP,ug P/L,0.0795,1.25,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,digest,27,1,1,TN,ug N/L,0.709,9.47,398,TP,ug P/L,0.0827,1.27,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,digest,28,1,1,TN,ug N/L,0.711,9.46,397,TP,ug P/L,0.0812,1.28,-42.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,digest,29,1,1,TN,ug N/L,0.709,9.42,395,TP,ug P/L,0.0823,1.19,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk blank,30,1,1,TN,ug N/L,0.433,5.75,217,TP,ug P/L,0.0724,1.02,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,skp blank,31,1,1,TN,ug N/L,0.436,5.89,224,TP,ug P/L,0.0746,1.06,-42.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk blank,32,1,1,TN,ug N/L,0.441,5.9,224,TP,ug P/L,0.0761,0.935,-42.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk blank,33,1,1,TN,ug N/L,0.437,5.85,222,TP,ug P/L,0.07,0.875,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk blank,34,1,1,TN,ug N/L,0.446,5.92,225,TP,ug P/L,0.0694,0.862,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s1,35,1,1,TN,ug N/L,1.3,17.5,792,TP,ug P/L,0.0796,1.23,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s2,36,1,1,TN,ug N/L,0.538,7.16,285,TP,ug P/L,0.0657,0.687,-43.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s3,37,1,1,TN,ug N/L,0.56,7.54,304,TP,ug P/L,0.0706,0.851,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s4,38,1,1,TN,ug N/L,0.958,12.8,560,TP,ug P/L,0.0735,0.933,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s5,39,1,1,TN,ug N/L,3.36,45.1,2170,TP,ug P/L,0.0871,1.4,-42.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s6,40,1,1,TN,ug N/L,0.931,12.5,548,TP,ug P/L,0.0798,1.12,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s7,41,1,1,TN,ug N/L,0.886,11.9,515,TP,ug P/L,0.0833,1.24,-42.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s8,42,1,1,TN,ug N/L,0.573,7.62,308,TP,ug P/L,0.0679,0.744,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s9,43,1,1,TN,ug N/L,1.6,21.5,988,TP,ug P/L,0.072,0.806,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,a10,44,1,1,TN,ug N/L,0.764,10.2,435,TP,ug P/L,0.0738,0.902,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup5,45,1,1,TN,ug N/L,3.39,45.6,2190,TP,ug P/L,0.0882,1.48,-42
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk10,46,1,1,TN,ug N/L,1.07,14.4,639,TP,ug P/L,0.0958,1.64,-41.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.47,6.28,243,TP,ug P/L,0.071,0.861,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00254,0.00654,-60.9,TP,ug P/L,0.0496,0.646,-44.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.016,-0.252,-73.3,TP,ug P/L,-0.0104,-0.111,-48.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s11,47,1,1,TN,ug N/L,1.62,21.9,1010,TP,ug P/L,0.0728,0.996,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s12,48,1,1,TN,ug N/L,0.843,11.3,485,TP,ug P/L,0.0743,0.976,-42.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s13,49,1,1,TN,ug N/L,1.6,21.5,990,TP,ug P/L,0.0699,0.814,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s14,50,1,1,TN,ug N/L,1.67,22.6,1040,TP,ug P/L,0.0869,1.34,-42.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s15,51,1,1,TN,ug N/L,0.54,7.23,289,TP,ug P/L,0.0693,0.803,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s16,52,1,1,TN,ug N/L,0.594,8.01,327,TP,ug P/L,0.0666,0.673,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s17,53,1,1,TN,ug N/L,0.798,10.7,457,TP,ug P/L,0.0704,0.825,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s18,54,1,1,TN,ug N/L,3.33,44.7,2150,TP,ug P/L,0.0853,1.25,-42.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s19,55,1,1,TN,ug N/L,2.53,34,1610,TP,ug P/L,0.0824,1.2,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s20,56,1,1,TN,ug N/L,2.49,33.3,1580,TP,ug P/L,0.0788,1.13,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup15,57,1,1,TN,ug N/L,0.54,7.19,287,TP,ug P/L,0.0682,0.797,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk20,58,1,1,TN,ug N/L,2.81,37.7,1800,TP,ug P/L,0.105,1.9,-41
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.47,6.35,246,TP,ug P/L,0.0721,0.877,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00264,-0.0321,-62.8,TP,ug P/L,0.0491,0.679,-44.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.00701,0.037,-59.4,TP,ug P/L,0.00901,0.151,-47.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s21,59,1,1,TN,ug N/L,0.554,7.45,299,TP,ug P/L,0.0688,0.687,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s22,60,1,1,TN,ug N/L,0.736,9.94,421,TP,ug P/L,0.0671,0.742,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s23,61,1,1,TN,ug N/L,0.615,8.28,340,TP,ug P/L,0.0712,0.88,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s24,62,1,1,TN,ug N/L,1.04,14,622,TP,ug P/L,0.0657,0.596,-43.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s25,63,1,1,TN,ug N/L,3.03,40.8,1950,TP,ug P/L,0.1,1.72,-41.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s26,64,1,1,TN,ug N/L,1.17,15.8,708,TP,ug P/L,0.0748,0.951,-42.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s27,65,1,1,TN,ug N/L,0.5,6.71,264,TP,ug P/L,0.0683,0.693,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s28,66,1,1,TN,ug N/L,2.56,34.5,1630,TP,ug P/L,0.144,2.72,-38.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s29,67,1,1,TN,ug N/L,2.18,29.3,1370,TP,ug P/L,0.0803,1.17,-42.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s30,68,1,1,TN,ug N/L,1.14,15.3,682,TP,ug P/L,0.0756,1.01,-42.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup25,69,1,1,TN,ug N/L,3,40.5,1930,TP,ug P/L,0.0993,1.71,-41.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup30,70,1,1,TN,ug N/L,1.46,19.7,900,TP,ug P/L,0.098,1.72,-41.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.469,6.28,243,TP,ug P/L,0.0715,0.884,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00521,-0.0319,-62.7,TP,ug P/L,0.0511,0.69,-44.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.0169,-0.275,-74.4,TP,ug P/L,0.0095,0.164,-47.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s31,71,1,1,TN,ug N/L,0.491,6.8,268,TP,ug P/L,0.0653,0.68,-43.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s32,72,1,1,TN,ug N/L,1.13,15.2,679,TP,ug P/L,0.0693,0.734,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s33,73,1,1,TN,ug N/L,0.853,11.5,495,TP,ug P/L,0.0791,1.08,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s34,74,1,1,TN,ug N/L,1.37,18.4,837,TP,ug P/L,0.0827,1.21,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s35,75,1,1,TN,ug N/L,0.745,10,425,TP,ug P/L,0.0705,0.828,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s36,76,1,1,TN,ug N/L,1.64,22.1,1020,TP,ug P/L,0.1,1.75,-41.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s37,77,1,1,TN,ug N/L,2.57,34.9,1650,TP,ug P/L,0.0822,1.26,-42.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s38,78,1,1,TN,ug N/L,0.752,10.1,428,TP,ug P/L,0.0664,0.619,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s39,79,1,1,TN,ug N/L,1.17,15.8,707,TP,ug P/L,0.0662,0.682,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s40,80,1,1,TN,ug N/L,1.76,23.7,1100,TP,ug P/L,0.0725,0.916,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup35,81,1,1,TN,ug N/L,0.746,10.1,430,TP,ug P/L,0.0691,0.712,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk40,82,1,1,TN,ug N/L,2.09,28.1,1310,TP,ug P/L,0.1,1.74,-41.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.47,6.3,244,TP,ug P/L,0.0725,0.92,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00528,-0.0552,-63.9,TP,ug P/L,0.0486,0.652,-44.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.0144,-0.226,-72.1,TP,ug P/L,0.00937,0.15,-47.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s41,83,1,1,TN,ug N/L,1.16,15.7,703,TP,ug P/L,0.0666,0.719,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s42,84,1,1,TN,ug N/L,0.5,6.77,266,TP,ug P/L,0.067,0.674,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s43,85,1,1,TN,ug N/L,1.02,13.8,610,TP,ug P/L,0.0791,0.986,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s44,86,1,1,TN,ug N/L,2.55,34.5,1640,TP,ug P/L,0.0796,1.08,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s45,87,1,1,TN,ug N/L,1.46,19.7,901,TP,ug P/L,0.0698,0.876,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s46,88,1,1,TN,ug N/L,2.42,32.6,1540,TP,ug P/L,0.139,2.74,-38.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s47,89,1,1,TN,ug N/L,0.713,9.56,402,TP,ug P/L,0.0683,0.766,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s48,90,1,1,TN,ug N/L,0.975,13.2,581,TP,ug P/L,0.0786,1.12,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s49,91,1,1,TN,ug N/L,1.1,15,666,TP,ug P/L,0.0713,0.807,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s50,92,1,1,TN,ug N/L,0.825,11.1,478,TP,ug P/L,0.0713,0.984,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup45,93,1,1,TN,ug N/L,1.45,19.7,899,TP,ug P/L,0.0702,0.778,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk50,94,1,1,TN,ug N/L,1.2,16.2,726,TP,ug P/L,0.101,1.85,-41.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.471,6.35,246,TP,ug P/L,0.0719,0.911,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00351,-0.0324,-62.8,TP,ug P/L,0.0546,0.756,-44.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.016,-0.27,-74.2,TP,ug P/L,0.00692,0.093,-47.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal1500,1,1,1,TN,ug N/L,2.37,31.9,1500,TP,ug P/L,0.258,4.53,-31.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal1000,3,1,1,TN,ug N/L,1.62,21.9,1010,TP,ug P/L,0.157,3.07,-37.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,call500,5,1,1,TN,ug N/L,0.848,11.5,495,TP,ug P/L,0.0965,1.81,-41.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,call250,7,1,1,TN,ug N/L,0.471,6.35,246,TP,ug P/L,0.0697,0.881,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal100,9,1,1,TN,ug N/L,0.254,3.45,105,TP,ug P/L,0.0595,0.468,-43.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal50,11,1,1,TN,ug N/L,0.172,2.35,52.2,TP,ug P/L,0.0563,0.351,-44.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal25,13,1,1,TN,ug N/L,0.135,1.81,26.3,TP,ug P/L,0.0576,0.817,-44
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,cal0,15,1,1,TN,ug N/L,0.0958,1.29,1.07,TP,ug P/L,0.056,0.797,-44.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,nitrite,S1,1,1,TN,ug N/L,2.19,30.1,1420,TP,ug P/L,-0.0089,-0.0746,-48.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,nitrate,S2,1,1,TN,ug N/L,2.21,30,1410,TP,ug P/L,-0.0099,-0.0977,-48.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s51,95,1,1,TN,ug N/L,0.609,8.22,337,TP,ug P/L,0.0687,0.784,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s52,96,1,1,TN,ug N/L,0.837,11.3,486,TP,ug P/L,0.0662,0.673,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s53,97,1,1,TN,ug N/L,4.93,67.1,3290,TP,ug P/L,0.0989,1.77,-41.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s54,98,1,1,TN,ug N/L,0.626,8.5,351,TP,ug P/L,0.0718,0.86,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s55,99,1,1,TN,ug N/L,0.728,9.89,418,TP,ug P/L,0.0711,0.805,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s56,100,1,1,TN,ug N/L,1.13,15.4,686,TP,ug P/L,0.0679,0.731,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s57,101,1,1,TN,ug N/L,2.45,33.1,1560,TP,ug P/L,0.0812,1.23,-42.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s58,102,1,1,TN,ug N/L,2.77,37.4,1780,TP,ug P/L,0.0885,1.41,-42
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s59,103,1,1,TN,ug N/L,1.08,14.7,654,TP,ug P/L,0.0682,0.79,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s61,104,1,1,TN,ug N/L,3.12,42.4,2030,TP,ug P/L,0.0997,1.75,-41.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup55,105,1,1,TN,ug N/L,0.729,9.84,416,TP,ug P/L,0.0701,0.797,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk60,106,1,1,TN,ug N/L,3.47,47.2,2280,TP,ug P/L,0.136,2.71,-39
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.462,6.23,240,TP,ug P/L,0.0707,0.884,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00622,-0.0368,-63,TP,ug P/L,0.0521,0.724,-44.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.0176,-0.254,-73.4,TP,ug P/L,0.00727,0.147,-47.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s61,107,1,1,TN,ug N/L,1.51,20.4,936,TP,ug P/L,0.0784,1.07,-42.7
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s62,108,1,1,TN,ug N/L,1.14,15.5,692,TP,ug P/L,0.0682,0.734,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s63,109,1,1,TN,ug N/L,0.577,7.82,317,TP,ug P/L,0.0681,0.777,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s64,110,1,1,TN,ug N/L,1.56,21.2,971,TP,ug P/L,0.0731,0.866,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s65,111,1,1,TN,ug N/L,4.36,59.2,2890,TP,ug P/L,0.0874,1.36,-42.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s66,112,1,1,TN,ug N/L,2.17,29.5,1380,TP,ug P/L,0.0812,1.19,-42.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s67,113,1,1,TN,ug N/L,1.03,13.9,614,TP,ug P/L,0.0733,0.896,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s68,114,1,1,TN,ug N/L,3.14,42.6,2040,TP,ug P/L,0.101,1.77,-41.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s69,115,1,1,TN,ug N/L,0.668,9.05,378,TP,ug P/L,0.0719,0.815,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s70,116,1,1,TN,ug N/L,1.88,25.7,1190,TP,ug P/L,0.0843,1.27,-42.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup65,117,1,1,TN,ug N/L,4.38,59.6,2910,TP,ug P/L,0.0893,1.44,-42
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk70,118,1,1,TN,ug N/L,2.14,29,1360,TP,ug P/L,0.107,1.95,-40.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.459,6.21,239,TP,ug P/L,0.0699,0.891,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00409,-0.0102,-61.7,TP,ug P/L,0.0543,0.74,-44.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.0154,-0.262,-73.9,TP,ug P/L,0.00746,0.124,-47.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s71,119,1,1,TN,ug N/L,1.83,24.9,1150,TP,ug P/L,0.0893,1.45,-42
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s72,120,1,1,TN,ug N/L,0.94,12.8,558,TP,ug P/L,0.0768,1.07,-42.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s73,121,1,1,TN,ug N/L,1.17,16,718,TP,ug P/L,0.0724,0.985,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s74,122,1,1,TN,ug N/L,1.25,16.9,762,TP,ug P/L,0.0769,1.04,-42.8
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s75,123,1,1,TN,ug N/L,1.66,22.6,1040,TP,ug P/L,0.095,1.58,-41.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s76,124,1,1,TN,ug N/L,1.14,15.5,691,TP,ug P/L,0.0704,0.834,-43.2
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s77,125,1,1,TN,ug N/L,1.87,25.5,1190,TP,ug P/L,0.122,2.28,-39.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s78,126,1,1,TN,ug N/L,1.34,18.1,819,TP,ug P/L,0.0775,1.04,-42.7
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s79,127,1,1,TN,ug N/L,1.01,13.8,607,TP,ug P/L,0.0676,0.658,-43.4
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s80,128,1,1,TN,ug N/L,3,40.8,1950,TP,ug P/L,0.0868,1.31,-42.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,dup75,129,1,1,TN,ug N/L,1.93,26.2,1220,TP,ug P/L,0.121,2.28,-39.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,spk80,130,1,1,TN,ug N/L,3.25,44.1,2120,TP,ug P/L,0.107,1.99,-40.9
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,ch25/250,7,1,1,TN,ug N/L,0.472,6.36,247,TP,ug P/L,0.0729,0.883,-43
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,bisulfate carrier,S4,1,1,TN,ug N/L,-0.00739,-0.0299,-62.6,TP,ug P/L,0.0494,0.671,-44.5
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,water,S3,1,1,TN,ug N/L,-0.0154,-0.231,-72.4,TP,ug P/L,0.00635,0.0879,-47.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s81,131,1,1,TN,ug N/L,1.14,15.6,695,TP,ug P/L,0.0713,0.81,-43.1
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s82,132,1,1,TN,ug N/L,0.583,7.92,322,TP,ug P/L,0.0787,1.09,-42.6
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s83,133,1,1,TN,ug N/L,1.14,15.4,690,TP,ug P/L,0.0685,0.697,-43.3
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s84,134,1,1,TN,ug N/L,1.42,19.3,880,TP,ug P/L,0.0886,1.42,-42
2/8/2023,OM_2-8-2023_12-05-24PM BRN edit flat.omn,s85,135,1,1,TN,ug N/L,0.496,6.71,263,TP,ug P/L,0.0659,0.614,-43.5
