"Sample","Date","Filter1ID","Filter2ID","Rack","Carousel","SampleNum","Filter1Mass_g","Filter2Mass_g","AcidVol_L","Vol_acid_used_in_dilution_L","Vol_diluted_L","Duration_days","Reservoir","Depth_m","Site","TrapXSA_m2","CombinedCollectionVol_L","CombinedFilterVol_L","CombinedSedMass_g","CombinedXSA_m2","Flag_CombinedCollectionVol_L","Flag_Filter2ID","Flag_CombinedSedMass_g","Flag_ICPTLi_mgL","Flag_ICPTNa_mgL","Flag_ICPTMg_mgL","Flag_ICPTAl_mgL","Flag_ICPTK_mgL","Flag_ICPTCa_mgL","Flag_ICPTFe_mgL","Flag_ICPTMn_mgL","Flag_ICPTCu_mgL","Flag_ICPTSr_mgL","Flag_ICPTBa_mgL","nTraps","ICPTLi_mgL","ICPTNa_mgL","ICPTMg_mgL","ICPTAl_mgL","ICPTK_mgL","ICPTCa_mgL","ICPTFe_mgL","ICPTMn_mgL","ICPTCu_mgL","ICPTSr_mgL","ICPTBa_mgL","DilutionFactor","TLi_g","TNa_g","TMg_g","TAl_g","TK_g","TCa_g","TFe_g","TMn_g","TCu_g","TSr_g","TBa_g","TLiFlux_gm2d","TNaFlux_gm2d","TMgFlux_gm2d","TAlFlux_gm2d","TKFlux_gm2d","TCaFlux_gm2d","TFeFlux_gm2d","TMnFlux_gm2d","TCuFlux_gm2d","TSrFlux_gm2d","TBaFlux_gm2d"
"3",2023-05-08,"F_sed_8m_R1_F1_08May23","F_sed_8m_R1_F2_08May23",11,NA,11,0.007,0.009,0.01,5e-04,0.01,7,"FCR",8,50,0.0040715,1.686,0.3,0.016,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0111008265842855,0.214916536321906,0.318203318116782,4.57258458370393,0.246196749651127,1.30295391813901,8.61135739302278,1.98152081161964,0.0148816448226806,0.0114905287161575,0.063661309139285,20,1.24773290807369e-05,0.000241566186825822,0.000357660529563263,0.00513958507208322,0.000276725146607867,0.00146452020398825,0.0096791657097576,0.00222722939226047,1.6726968780693e-05,1.29153542769611e-05,7.15553114725564e-05,0.000437793339791825,0.00847585785603138,0.0125492721027092,0.180333154579155,0.00970948392511944,0.0513857723193716,0.339613891326735,0.0781470287279337,0.000586900888780654,0.000453162375290295,0.00251066863642941
"4",2023-05-08,"F_sed_8m_R2_F1_08May23","F_sed_8m_R2_F2_08May23",12,NA,12,0.007,0.009,0.01,5e-04,0.01,7,"FCR",8,50,0.0040715,1.67,0.322,0.016,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00822421386998179,0.163210701854139,0.252958430115408,3.66848693549827,0.190938671207928,0.957652832960487,6.99839977332645,1.63114892952264,0.012114286696476,0.00849894492823547,0.0506704605444479,20,8.53070631234136e-06,0.000169293088258642,0.000262385452355734,0.00380520073433671,0.000198054398085243,0.000993341758412431,0.00725920970276719,0.00169193708838683,1.25657507969658e-05,8.81567579512623e-06,5.25588006889615e-05,0.00029931777731413,0.00594000414935322,0.00920634558536635,0.133513472898255,0.00694915521079429,0.0348534853217463,0.254704643875272,0.0593651721333603,0.000440895801721578,0.000309316531117918,0.00184413609196195
"5",2023-05-08,"B_sed_4m_R1_F1_08May22","B_sed_4m_R1_F2_08May22",13,NA,13,0.01,0.013,0.01,5e-04,0.01,NA,"BVR",4,50,0.0040715,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00966239647926661,0.170054112079588,0.337169172939877,4.83867960431092,0.283649707417926,1.08918228459941,15.1295457534755,1.46515471102446,0.00448974490269166,0.00966534361423762,0.0774605965407419,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2023-05-08,"B_sed_4m_R2_F1_08May23","B_sed_4m_R2_F2_08May23",14,NA,14,0.009,0.009,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.8,0.502,0.018,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00949922314875612,0.154023313347575,0.333799364056435,4.97454103584065,0.274615579470603,1.00006443382159,7.89179771118534,1.41159577522254,0.00575369742747904,0.00934189938586481,0.0759165149738423,20,6.81219189950638e-06,0.000110454965747265,0.000239378030000631,0.00356739994602119,0.000196935475317564,0.000717177681625043,0.00565945652594964,0.00101229975912373,4.12615751771405e-06,6.69937007751261e-06,5.44421222919985e-05,0.000119510041920429,0.00193777242061131,0.0041995408852587,0.062584865985179,0.00345494772578664,0.0125818438558103,0.0992869691049217,0.0177593333296562,7.23874584255373e-05,0.000117530746434494,0.000955108196207057
"7",2023-05-08,"B_sed_8m_R1_F1_08May23","B_sed_8m_R1_F2_08May23",15,NA,15,0.008,0.011,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.772,0.204,0.019,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00846180641459949,0.154785941692053,0.252597122106887,3.52677496002795,0.223016861287632,0.843031723162399,13.9027855175707,1.35215050514023,0.00356539497420153,0.00787653233448371,0.103490963212358,20,1.47003146732062e-05,0.000268902635959135,0.000438825588601376,0.00612690708742111,0.000387437135491846,0.00146456099357233,0.0241526822913091,0.00234903009324361,6.19399989635796e-06,1.36835444085345e-05,0.000179790183149312,0.000257895732938127,0.00471750734125955,0.00769855947441932,0.107487712275594,0.00679702348190113,0.0256936017538697,0.423723834517097,0.0412103312791638,0.000108664758449114,0.000240057971062516,0.00315415840334927
"8",2023-05-08,"B_sed_8m_R2_F1_08May23","B_sed_8m_R2_F2_08May23",16,NA,16,0.009,0.011,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.732,0.204,0.02,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0102040157304253,0.167539074816918,0.285793796966252,4.51113724417364,0.269499484157036,0.97978211828533,14.7815606949097,1.1007122385944,0.00360915380799478,0.00909379455355042,0.0917048513877337,20,1.73268188677417e-05,0.000284487919198923,0.000485289074848577,0.00766008794794975,0.000457620692705869,0.00166370845967666,0.0250996697290035,0.00186905254631912,6.12848470141858e-06,1.54416197713229e-05,0.000155718433925054,0.000303973945505197,0.00499092856614661,0.00851369405534249,0.134385150224553,0.00802829235813176,0.0291873556547544,0.440337357748171,0.0327898202894532,0.000107515389228585,0.000270900857376588,0.00273185442229178
"1",2023-05-22,"F_sed_4m_R1_F1_22May23","F_sed_4m_R1_F2_22May23",17,NA,17,0.007,0.007,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.81,0.42,0.014,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0120841925656996,0.192652849396076,0.311629562629127,4.71464983556299,0.25248997950999,1.39545867383763,10.7039654883057,1.86276276124176,0.0106084451264804,0.012038531434569,0.0639281451395201,20,1.04154231161506e-05,0.000166048408288999,0.000268595003980343,0.00406357914398524,0.000217622315672896,0.00120275247602196,0.00922579882563487,0.00160552409421314,9.14346937091882e-06,1.03760675697952e-05,5.50999727154911e-05,0.000182723515660263,0.00291307886333571,0.00471211038368349,0.0712896114802415,0.00381786838253533,0.0211005504468687,0.161853280216748,0.028166595221367,0.000160408929157713,0.000182033079591502,0.000966649229232665
"2",2023-05-22,"F_sed_4m_R2_F1_22May23","F_sed_4m_R2_F2_22May23",18,NA,18,0.008,0.007,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.812,0.382,0.015,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00932592375468883,0.183066973511761,0.2569004587313,3.45458004209917,0.191498138251608,1.17267430057413,9.54553576884168,1.68490117811931,0.0094852709772769,0.0098716463153643,0.056397465919703,20,8.84742086046919e-06,0.000173674008378696,0.000243719178649799,0.00327732933836843,0.000181672579325609,0.00111250567153944,0.0090557648236341,0.00159845075117915,8.99859215226479e-06,9.3651429965655e-06,5.35037739510481e-05,0.000155215186759341,0.00304685897403022,0.00427570005174994,0.0574959972345823,0.00318718231830334,0.0195173009515524,0.158870279883407,0.0280425036609736,0.000157867268157836,0.000164297871906905,0.000938646233417802
"3",2023-05-22,"F_sed_8m_R1_F1_22May23","F_sed_8m_R1_F2_22May23",19,NA,19,0.01,0.011,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.814,0.302,0.021,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00877144993398142,0.171219657301564,0.296172317009377,4.21640628444014,0.222237590371892,1.09688654091272,13.6095346209357,1.02818689893062,0.0203516614962675,0.00973080922535743,0.0561542950256182,20,1.05373577352598e-05,0.000205690369764926,0.000355799061625834,0.00506527218541352,0.000266979462870604,0.00131771667895078,0.0163494674187929,0.00123518611566897,2.44489496385624e-05,1.16898595594691e-05,6.74595305804447e-05,0.00018486268197505,0.00360853967061851,0.0062419792920446,0.0888628653078634,0.00468376805443069,0.0231174309038575,0.286827729667777,0.0216695516862682,0.000428921416090286,0.000205081657505467,0.00118347977369598
"4",2023-05-22,"F_sed_8m_R2_F1_22May23","F_sed_8m_R2_F2_22May23",20,NA,20,0.011,0.01,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.8,0.292,0.021,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00960288751221833,0.201678605223267,0.300578392007817,4.3292435608847,0.228588360057734,1.13515327005189,12.5746857560276,2.41731777049995,0.0194003010733785,0.00995105557674046,0.067939461125767,20,1.18391763849267e-05,0.000248644855754713,0.000370576099735665,0.00533742356821401,0.000281821265824604,0.00139950403157082,0.0155030372334587,0.00298025478554788,2.39181794055352e-05,1.22684246836526e-05,8.37609794701237e-05,0.000207701204977574,0.00436211392352262,0.0065012210265726,0.0936373672078386,0.00494414599436157,0.0245522715666536,0.271978337809139,0.0522842544086574,0.000419609820977442,0.000215231744770313,0.00146946508780765
"5",2023-05-22,"B_sed_4m_R1_F1_22May23","B_sed_4m_R1_F2_22May23",21,NA,21,0.009,0.006,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.768,0.494,0.015,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00774637972179332,0.156552757684681,0.252288548644788,2.66725849037708,0.226556454329561,1.19897689894767,9.88002959771121,1.2700254766658,0.0053357780006398,0.00938306988154538,0.074227445971028,20,5.54477706402048e-06,0.00011205881602693,0.000180585487451006,0.00190919555100675,0.000162166725204317,0.00085821504345728,0.00707202118573013,0.000909070867508152,3.81929372677375e-06,6.71630265205354e-06,5.31312244845253e-05,9.72750840164292e-05,0.00196590965118032,0.00316811086561649,0.0334940711743084,0.00284498035480636,0.0150561401283711,0.124068370479994,0.0159483319153726,6.70039775929151e-05,0.000117827803934204,0.000932110392528646
"6",2023-05-22,"B_sed_4m_R2_F1_22May23","B_sed_4m_R2_F2_22May23",22,NA,22,0.008,0.008,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.798,0.496,0.016,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0180845826293605,0.268136715417977,0.438443264101818,4.69115274487074,0.396249799288095,2.25880600729203,8.56231612355481,1.74802365189845,0.00706043237845155,0.0188671166989339,0.106371379648355,20,1.31113224062864e-05,0.000194399118678033,0.000317871366473818,0.00340108574003129,0.000287281104483869,0.00163763435528672,0.00620767918957723,0.00126731714762637,5.11881347437737e-06,1.36786596067271e-05,7.71192502450576e-05,0.000230019164686346,0.00341045102152652,0.00557659280493005,0.0596671240860912,0.00503993095706863,0.0287299232519907,0.108904741839217,0.0222332441119695,8.98021696878542e-05,0.000239972274288646,0.00135294556665774
"7",2023-05-22,"B_sed_8m_R1_F1_22May23","B_sed_8m_R1_F2_22May23",23,NA,23,0.009,0.009,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.768,0.398,0.018,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00841364393227958,0.155776001782694,0.211213738467897,2.71270886188857,0.196572591693525,0.981293233326196,13.8067306479907,0.153779471390165,0.00312405450929502,0.00810063988536142,0.0671302488776128,20,7.47503641822628e-06,0.000138397975453167,0.000187651200809669,0.00241008505920552,0.000174643387997061,0.000871822329909907,0.0122664823043455,0.00013662417357679,2.77554189569527e-06,7.19695041071306e-06,5.96413467415173e-05,0.000131138689114687,0.00242799206072117,0.00329206857440517,0.0422814522412856,0.00306386533564431,0.0152948602640288,0.215197668538192,0.00239687327550025,4.86928632075801e-05,0.00012626007281825,0.00104632106000802
"8",2023-05-22,"B_sed_8m_R2_F1_22May23","B_sed_8m_R2_F2_22May23",24,NA,24,0.007,0.007,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.74,0.398,0.014,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00800950964464137,0.159186613485239,0.198008403025741,2.28884774113657,0.164638104076204,0.923352648772869,12.0675860006044,0.109567958655577,0.00295469995399509,0.00761312171522332,0.0637164207301745,20,7.00328984003819e-06,0.000139188295208199,0.000173132975509944,0.00200130405506414,0.000143954925172158,0.000807353572293865,0.0105515576085686,9.58031397289972e-05,2.58350649243792e-06,6.65669938919024e-06,5.57118452615596e-05,0.000122862578551923,0.00244185707633548,0.00303736733583524,0.035109981492678,0.00252548069634143,0.0141638492709578,0.185111798188955,0.00168072735090608,4.53238801501363e-05,0.000116782151000688,0.000977383646980924
"1",2023-06-05,"F_sed_4m_R1_F1_05Jun23","F_sed_4m_R1_F2_05Jun23",25,NA,25,0.006,0.005,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.815,0.486,0.011,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00876775428402154,0.170296497551539,0.206346967694023,1.99409192169502,0.161119186591269,1.07770928313007,7.09042124329443,1.83253207024418,0.00964598353940603,0.0092366982772271,0.046390536754417,20,6.54875474300374e-06,0.00012719676668973,0.000154123352413437,0.00148941433657468,0.000120342108503355,0.000804955699128017,0.00529593191628781,0.00136874308950337,7.20471610042056e-06,6.89901537990419e-06,3.46497218968177e-05,0.000114888418501495,0.00223148307380098,0.00270387102705982,0.0261296176659125,0.00211122802237426,0.014121782058701,0.0929094562602027,0.0240126153839997,0.00012639631059842,0.000121033234152106,0.000607879193291656
"2",2023-06-05,"F_sed_4m_R2_F1_05Jun23","F_sed_4m_R2_F2_05Jun23",26,NA,26,0.007,0.005,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.824,0.496,0.012,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0101806706362433,0.19286717060492,0.236377693459343,2.40941168453019,0.195216437413505,1.22508129060532,8.34536317954777,2.25538343186344,0.0107937856514252,0.0106361189835572,0.0576135916080017,20,7.48771904859181e-06,0.000141850693219102,0.000173851980995904,0.00177208343249317,0.000143578541065417,0.000901027529864556,0.00613788001592546,0.00165879813698343,7.93865525330628e-06,7.82269396210011e-06,4.23738673762077e-05,0.000131361187498321,0.00248856499393173,0.00304998124587119,0.031088637611501,0.00251887758224271,0.0158072232042342,0.107680216415948,0.0291012111538996,0.000139272210194668,0.000137237837267769,0.000743388140141537
"3",2023-06-05,"F_sed_8m_R1_F1_05Jun23","F_sed_8m_R1_F2_05Jun23",27,NA,27,0.01,0.01,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.764,0.304,0.02,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0094582298920376,0.186849383430036,0.267644123285753,2.92799052880938,0.207732451588935,1.1811080034066,14.0595577818678,2.95140888534689,0.0224377515320569,0.0104973781626509,0.0712562509270056,20,1.09765246904963e-05,0.000216843626559594,0.000310608048339519,0.00339801006106562,0.000241078976712422,0.00137070691974293,0.0163164867942203,0.00342518768009995,2.60396011200976e-05,1.21824836045501e-05,8.2694754365288e-05,0.000192567230232737,0.00380420740968745,0.00544916840651075,0.0596131657526293,0.00422938153212088,0.0240470679416664,0.286249132369963,0.0600899577217935,0.000456827092859732,0.000213724032991529,0.00145075971237852
"4",2023-06-05,"F_sed_8m_R2_F1_05Jun23","F_sed_8m_R2_F2_05Jun23",28,NA,28,0.007,0.007,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.765,0.294,0.014,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00894651062225545,0.178660156696191,0.242837871149896,2.60058112097627,0.187513836236887,1.21507484463037,12.7789735718142,2.78059803532102,0.020346037100374,0.00977150373918246,0.0660555004738074,20,1.07418988083543e-05,0.000214513725556992,0.000291570641210589,0.00312246644797491,0.000225144163917078,0.0014589163950834,0.0153434614654776,0.00333860920567455,2.44290853620136e-05,1.17324517684742e-05,7.93115362831769e-05,0.00018845105889992,0.00376333267060212,0.00511518466712144,0.054779152084611,0.00394982831734669,0.0255945754475079,0.269178812046765,0.0585710637651016,0.000428572926124342,0.000205828876133299,0.0013914060504759
