attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
EXOBattery_V_9	Voltage of the EXO3 sonde at 9 m internal batteries	numeric	volt			
EXOCablepower_V_9	Measure of power being used by the cable connected to the CR3000 datalogger as measured by the EXO3 sonde at 9 m.	numeric	volt			
EXOWiper_V_9	Wiper brush cleaning system activation signal as measured by the EXO sonde at 9 m	numeric	volt			
LvlPressure_psi_13	"Gauge pressure of EXO sonde at  position 13, measured relative to ambient atmospheric pressure"	numeric	psig			
LvlDepth_m_13	Depth of the pressure sensor at position 13 in meters calculated by LvlPressure_psi_0m_13 * 0.70455	numeric	meter			
LvlTemp_C_13	water temperature at position 13 as measured by the water level logger	numeric	celsius			
RECORD	Number of observations that changes when the program is restarted	numeric	number			
CR3000_Batt_V	The volts in the rechargeable battery for the CR3000 datalogger	numeric	volt			
CR3000Panel_Temp_C	Temperature measured from the sensor inside the CR3000 datalogger	numeric	celsius			
Flag_ThermistorTemp_C_1	Data flag for temperature data at position 1 (ThermistorTemp_C_1)	categorical 				
Flag_ThermistorTemp_C_2	Data flag for temperature data at position 2 (ThermistorTemp_C_2)	categorical 				
Flag_ThermistorTemp_C_3	Data flag for temperature data at position 3 (ThermistorTemp_C_3)	categorical 				
Flag_ThermistorTemp_C_4	Data flag for temperature data at position 4 (ThermistorTemp_C_4)	categorical 				
Flag_ThermistorTemp_C_5	Data flag for temperature data at position 5 (ThermistorTemp_C_5)	categorical 				
Flag_ThermistorTemp_C_6	Data flag for temperature data at position 6 (ThermistorTemp_C_6)	categorical 				
Flag_ThermistorTemp_C_7	Data flag for temperature data at position 7 (ThermistorTemp_C_7)	categorical 				
Flag_ThermistorTemp_C_8	Data flag for temperature data at position 8 (ThermistorTemp_C_8)	categorical 				
Flag_ThermistorTemp_C_9	Data flag for temperature data at position 9 (ThermistorTemp_C_9)	categorical 				
Flag_ThermistorTemp_C_10	Data flag for temperature data at position 10 (ThermistorTemp_C_10)	categorical 				
Flag_ThermistorTemp_C_11	Data flag for temperature data at position 11 (ThermistorTemp_C_11)	categorical 				
Flag_ThermistorTemp_C_12	Data flag for temperature data at position 12 (ThermistorTemp_C_12)	categorical 				
Flag_ThermistorTemp_C_13	Data flag for temperature data at position 13 (ThermistorTemp_C_13)	categorical 				
Flag_EXOTemp_C_1	Data flag for EXO2 Temp data at 1.5 m (EXOTemp_C_1)	categorical 				
Flag_EXOCond_uScm_1	Data flag for conductivity data at 1.5 m (EXOCond_uScm_1)	categorical 				
Flag_EXOSpCond_uScm_1	Data flag for conductivity and specific conductivity data (EXOSpCond_uScm_1)	categorical 				
Flag_EXOTDS_mgL_1	Data flag for total dissolved solids data at 1.5 m (EXOTDS_mgL_1)	categorical 				
Flag_EXODOsat_percent_1	Data flag for EXO2 dissolved oxygen saturation data at 1.5 m (EXODOsat_percent_1)	categorical 				
Flag_EXODO_mgL_1	Data flag for EXO2 dissolved oxygen observed data at 1.5 m ( EXODO_mgL_1)	categorical 				
Flag_EXOChla_RFU_1	Data flag for chlorophyll data measured in RFU at 1.5 m (EXOChla_RFU_1)	categorical 				
Flag_EXOChla_ugL_1	Data flag for chlorophyll data measured in micrograms per a liter at 1.5 m (EXOChla_ugL_1)	categorical 				
Flag_EXOBGAPC_RFU_1	Data flag for phycocyanin data measured in RFU at 1.5 m ( EXOBGAPC_RFU_1) 	categorical 				
Flag_EXOBGAPC_ugL_1	Data flag for phycocyanin data measured in micrograms per a liter at 1.5 m (EXOBGAPC _ugL_1) 	categorical 				
Flag_EXOfDOM_RFU_1	Data flag for fluorescent dissolved organic matter data at 1.5 m (EXOfDOM_RFU_1)	categorical 				
Flag_EXOfDOM_QSU_1	Data flag for fluorescent dissolved organic matter data at 1.5 m (EXOfDOM_QSU_1)	categorical 				
Flag_EXOPressure_psi_1	Data flag for EXO2 pressure sensor at 1.5 m (EXOPressure_psi_1)	categorical 				
Flag_EXODepth_m_1	Data flag for EXO2 depth sensor at 1.5 m (EXODepth_m_1)	categorical 				
Flag_EXOBattery_V_1	Data flag for EXO2 internal battery at 1.5 m (EXOBattery_V_1)	categorical 				
Flag_EXOCablepower_V_1	Data flag for EXO2 power cable attached from the sonde to the CR3000 datalogger (EXOCablepower_V_1)	categorical 				
Flag_EXOWiper_V_1	Data flag for the EXO2 wiper at 1.5 m (EXOWiper_V_1)	categorical 				
Flag_EXOTemp_C_9	Data flag for EXO3 Temp data at 9 m (EXOTemp_C_9)	categorical 				
Flag_EXOCond_uScm_9	Data flag for conductivity data at 9 m (EXOCond_uScm_9)	categorical 				
Flag_EXOSpCond_uScm_9	Data flag for conductivity and specific conductivity data (EXOSpCond_uScm_9)	categorical 				
Flag_EXOTDS_mgL_9	Data flag for total dissolved solids data at 9 m (EXOTDS_mgL_9)	categorical 				
Flag_EXODOsat_percent_9	Data flag for EXO3 dissolved oxygen saturation data at 9 m (EXODOsat_percent_9)	categorical 				
Flag_EXODO_mgL_9	Data flag for EXO3 dissolved oxygen observed data at 9 m (EXODO_mgL_9)	categorical 				
Flag_EXOfDOM_RFU_9	Data flag for fluorescent dissolved organic matter data at 9 m (EXOfDOM_RFU_9)	categorical 				
Flag_EXOfDOM_QSU_9	Data flag for fluorescent dissolved organic matter data at 9 m (EXOfDOM_QSU_9)	categorical 				
Flag_EXOPressure_psi_9	Data flag for EXO3 pressure sensor at 9 m (EXOPressure_psi_9)	categorical 				
Flag_EXODepth_m_9	Data flag for EXO3 depth sensor at 9 m (EXODepth_m_9)	categorical 				
Flag_EXOBattery_V_9	Data flag for EXO3 internal battery at 9 m (EXOBattery_V_9)	categorical 				
Flag_EXOCablepower_V_9	Data flag for EXO3 power cable attached from the sonde to the CR3000 datalogger (EXOCablepower_V_9)	categorical 				
Flag_EXOWiper_V_9	Data flag for the EXO3 wiper at 9 m (EXOWiper_V_9)	categorical 				
Flag_LvlPressure_psi_13	Data flag for pressure sensors at position 13 (LvlPressure_psi_13)	categorical 				
Flag_LvlTemp_C_13	Data flag for water temperature collected by water level logger at position 13 (LvlTemp_C_13) 	categorical 				
