attributeName	code	definition
Flag_EXOfDOM_QSU_9	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_EXOfDOM_QSU_9	4	value removed due to fouling and set to NA
Flag_EXOfDOM_QSU_9	7	missing data
Flag_EXOfDOM_RFU_1	0	no flag
Flag_EXOfDOM_RFU_1	1	value removed due to maintenance and set to NA
Flag_EXOfDOM_RFU_1	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_EXOfDOM_RFU_1	3	negative values set to 4
Flag_EXOfDOM_RFU_1	7	missing data
Flag_EXOfDOM_RFU_9	0	no flag
Flag_EXOfDOM_RFU_9	1	value removed due to maintenance and set to NA
Flag_EXOfDOM_RFU_9	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_EXOfDOM_RFU_9	4	value removed due to fouling and set to NA
Flag_EXOfDOM_RFU_9	7	missing data
Flag_EXOPressure_psi_1	0	no flag
Flag_EXOPressure_psi_1	1	value removed due to maintenance and set to NA
Flag_EXOPressure_psi_1	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_EXOPressure_psi_1	7	missing data
Flag_EXOPressure_psi_9	0	no flag
Flag_EXOPressure_psi_9	1	value removed due to maintenance and set to NA
Flag_EXOPressure_psi_9	4	value removed due to fouling and set to NA
Flag_EXOPressure_psi_9	7	missing data
Flag_EXOSpCond_uScm_1	0	no flag
Flag_EXOSpCond_uScm_1	1	value removed due to maintenance and set to NA
Flag_EXOSpCond_uScm_1	3	negative values set to 5
Flag_EXOSpCond_uScm_1	7	missing data
Flag_EXOSpCond_uScm_9	0	no flag
Flag_EXOSpCond_uScm_9	1	value removed due to maintenance and set to NA
Flag_EXOSpCond_uScm_9	4	value removed due to fouling and set to NA
Flag_EXOSpCond_uScm_9	7	missing data
Flag_EXOTDS_mgL_1	0	no flag
Flag_EXOTDS_mgL_1	1	value removed due to maintenance and set to NA
Flag_EXOTDS_mgL_1	7	missing data
Flag_EXOTDS_mgL_9	0	no flag
Flag_EXOTDS_mgL_9	1	value removed due to maintenance and set to NA
Flag_EXOTDS_mgL_9	4	value removed due to fouling and set to NA
Flag_EXOTDS_mgL_9	7	missing data
Flag_EXOTemp_C_1	0	no flag
Flag_EXOTemp_C_1	1	value removed due to maintenance and set to NA
Flag_EXOTemp_C_1	7	missing data
Flag_EXOTemp_C_9	0	no flag
Flag_EXOTemp_C_9	1	value removed due to maintenance and set to NA
Flag_EXOTemp_C_9	4	value removed due to fouling and set to NA
Flag_EXOTemp_C_9	7	missing data
Flag_EXOWiper_V_1	0	no flag
Flag_EXOWiper_V_1	1	value removed due to maintenance and set to NA
Flag_EXOWiper_V_1	7	missing data
Flag_EXOWiper_V_9	0	no flag
Flag_EXOWiper_V_9	1	value removed due to maintenance and set to NA
Flag_EXOWiper_V_9	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_EXOWiper_V_9	4	value removed due to fouling and set to NA
Flag_EXOWiper_V_9	7	missing data
Flag_LvlPressure_psi_13	0	no flag
Flag_LvlPressure_psi_13	1	value removed due to maintenance and set to NA
Flag_LvlTemp_C_13	0	no flag
Flag_LvlTemp_C_13	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_1	0	no flag
Flag_ThermistorTemp_C_1	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_1	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_ThermistorTemp_C_10	0	no flag
Flag_ThermistorTemp_C_10	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_10	7	missing data
Flag_ThermistorTemp_C_11	0	no flag
Flag_ThermistorTemp_C_11	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_12	0	no flag
Flag_ThermistorTemp_C_12	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_12	7	missing data
Flag_ThermistorTemp_C_13	0	no flag
Flag_ThermistorTemp_C_13	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_2	0	no flag
Flag_ThermistorTemp_C_2	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_2	2	"negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process"
Flag_ThermistorTemp_C_3	0	no flag
Flag_ThermistorTemp_C_3	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_4	0	no flag
Flag_ThermistorTemp_C_4	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_5	0	no flag
Flag_ThermistorTemp_C_5	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_6	0	no flag
Flag_ThermistorTemp_C_6	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_6	7	missing data
Flag_ThermistorTemp_C_7	0	no flag
Flag_ThermistorTemp_C_7	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_7	7	missing data
Flag_ThermistorTemp_C_8	0	no flag
Flag_ThermistorTemp_C_8	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_8	7	missing data
Flag_ThermistorTemp_C_9	0	no flag
Flag_ThermistorTemp_C_9	1	value removed due to maintenance and set to NA
Flag_ThermistorTemp_C_9	7	missing data
