attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Flag_MiniDotDO_mgL_5	Data flag for DO observation data in mgL at 5m (MiniDotDO_mgL_5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_MiniDotDOsat_percent_5	Data flag for DO saturation data in percent at 5m (MiniDotDOSat_percent_5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_MiniDotTemp_C_10	Data flag for DO temperature data in celsius at 10m (MiniDotTemp_C_10)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_MiniDotDO_mgL_10	Data flag for DO observation data in mgL at 10m (MiniDotDO_mgL_10)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_MiniDotDOsat_percent_10	Data flag for DO saturation data in percent at 10m (MiniDotDOSat_percent_10)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOTemp_C_1.5	Data flag for EXO2 temperature data at 1.5 meters depth (EXOTemp_C_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOCond_uScm_1.5	Data flag for EXO2 conductivity data at 1.5 meters depth (EXOCond_uScm_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOSpCond_uScm_1.5	Data flag for EXO2 specific conductance data at 1.5 meters depth (EXOSpCond_uScm_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOTDS_mgL_1.5	Data flag for EXO2 total dissolved solids data at 1.5 meters depth (EXOTDS_mgL_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXODOsat_percent_1.5	Data flag for EXO2 DO saturation at 1.5 meters depth (EXODOsat_percent_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXODO_mgL_1.5	Data flag for EXO2 DO data in mgL at 1.5 meters depth (EXODO_mgL_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOChla_RFU_1.5	Data flag for EXO2 chlorophyll data in RFU at 1.5 meters depth (EXOChla_RFU_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOChla_ugL_1.5	Data flag for EXO2 chlorophyll data in ugL at 1.5 meters depth (EXOChla_ugL_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOBGAPC_RFU_1.5	Data flag for EXO2 phycocyanin data in RFU at 1.5 meters depth (EXOBGAPC_RFU_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOBGAPC_ugL_1.5	Data flag for EXO2 phycocyanin data in ugL at 1.5 meters depth (EXOBGAPC _ugL_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOfDOM_RFU_1.5	Data flag for EXO2 fluorescent dissolved organic matter data in RFU at 1.5 meters depth (EXOfDOM_RFU_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOfDOM_QSU_1.5	Data flag for EXO2 fluorescent dissolved organic matter data in QSU at 1.5 meters depth (EXOfDOM_QSU_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOTurbidity_FNU_1.5	Data flag for EXO2 turbidity data in FNU at 1.5 meters depth (EXOTurbidity_FNU_1.5)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOPressure_psi	Data flag for EXO2 pressure sensor in psi (EXOPressure_psi)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXODepth_m	Data flag for EXO2 depth sensor in meters (EXODepth_m)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOBattery_V	Data flag for EXO2 battery in volts (EXOBattery_V)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
Flag_EXOWiper_V	Data flag for EXO2 wiper in volts (EXOWiper_V)	categorical 	0 = no flag;1=missing data;2=Changed to NA because it is an outlier. See methods;3=Negative value changed to 0 except temperature;4 = Averaged over time step. See methods;5 = questionable value but left in dataset			
