attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Flag_ThermistorTemp_C_9	Data flag for temperature data at position 9 (ThermistorTemp_C_9)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in dataset;7 = missing data			
Flag_ThermistorTemp_C_10	Data flag for temperature data at position 10 (ThermistorTemp_C_10)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in dataset;7 = missing data			
Flag_ThermistorTemp_C_11	Data flag for temperature data at position 11 (ThermistorTemp_C_11)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in dataset;7 = missing data			
Flag_ThermistorTemp_C_12	Data flag for temperature data at position 12 (ThermistorTemp_C_12)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in dataset;7 = missing data			
Flag_ThermistorTemp_C_13	Data flag for temperature data at position 13 (ThermistorTemp_C_13)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in dataset;7 = missing data			
Flag_RDO_mgL_6	Data flag for DO observation data in mgL at position 6 (RDO_mgL_6)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_RDOsat_percent_6	Data flag for DO saturation data in percent at position 6 (RDOsat_percent_6)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_RDOTemp_C_6	Data flag for DO temperature data in celsius at position 6 (RDOTemp_C_6)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_RDO_mgL_13	Data flag for DO data at position 13(RDO_mgL_13, RDOsat_percent_13)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_RDOsat_percent_13	Data flag for DO saturation data in percent at position 13 (RDOsat_percent_13)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_RDOTemp_C_13	Data flag for DO temperature data in celsius at position 13 (RDOTemp_C_13)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOTemp_C_1_5	Data flag for EXO2 Temperature data (EXOTemp_C_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing dat			
Flag_EXOCond_uScm_1_5	Data flag for EXO2 conductivity data (EXOCond_uScm_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOSpCond_uScm_1_5	Data flag for EXO2 specific conductance data (EXOSpCond _uScm_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOTDS_mgL_1_5	Data flag for EXO2 total dissolved solids data (EXOTDS_mgL_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data		
Flag_EXODOsat_percent_1_5	Data flag for EXO2 DO saturation(EXODOsat_percent_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXODO_mgL_1_5	Data flag for EXO2 DO data in mgL at 1.5 meters depth (EXODO_mgL_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOChla_RFU_1_5	Data flag for EXO2 chlorophyll data in RFU at 1.5 meters depth(EXOChla_RFU_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOChla_ugL_1_5	Data flag for EXO2 chlorophyll data in ugL at 1.5 meters depth(EXOChla_ugL_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOBGAPC_RFU_1_5	Data flag for EXO2 phycocyanin data in RFU at 1.5 meters depth(EXOBGAPC_RFU_1_5)_	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data		
Flag_EXOBGAPC_ugL_1_5	Data flag for EXO2 phycocyanin data in ugL at 1.5 meters depth (EXOBGAPC _ugL_1_5)_	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOfDOM_RFU_1_5	Data flag for EXO2 fluorescent dissolved organic matter data in RFU at 1.5 meters depth(EXOfDOM_RFU_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOfDOM_QSU_1_5	Data flag for EXO2 fluorescent dissolved organic matter data in QSU at 1.5 meters depth(EXO2fDOM_QSU_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXOTurbidity_FNU_1_5	Data flag for EXO2 turbidity data in FNU at 1.5 meters depth (EXOTurbidity_FNU_1_5)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;3 = negative values set to 0;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXO_pressure_psi	Data flag for EXO2 pressure sensor in psi (EXO_pressure_psi)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXO_depth_m	Data flag for EXO2 depth sensor in meters (EXO_depth_m)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXO_battery_V	Data flag for EXO2 battery in volts (EXO_battery_V)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXO_cablepower_V	Data flag for EXO2 cable power in volts (EXO_cablepower_V)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_EXO_wiper_V	Data flag for EXO2 wiper in volts (EXO_wiper_V)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
Flag_Lvl_psi_13	Data flag for pressure sensor measuring pressure in psi, calculated depth in meters from psi and temperature from pressure sensor measured in celsius (Lvl_psi_13, Depth_m_13,LvlTemp_C_13)	categorical 	0 = no flag;1=value removed due to maintenance and set to NA;2=negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process;4 = value removed due to fouling and set to NA;5 = questionable value but left in the dataset;7 = missing data			
