Reservoir,Site,Depth_m,Filter,DataStream,Sample_ID,Sample_Date,start_parameter,end_parameter,flag,notes
FCR,100.1,0.1,T,Metals,29,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-30,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-09-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-09-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-10-05,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-10-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-10-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-10-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-10-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-11-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-11-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-11-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-11-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-28,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-28,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-12-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-12-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-12-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-12-04,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-12-04,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
